Registreringsland /Skattemæssigt hjemsted;ISIN-kode;Navn ;LEI kode;ASIDENT;CVR/SE/TIN;Navn  ;Første registreringsår
Ireland (IE);IE00BQN1KC32;iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc);549300W2MR2JR2W44O37;;9732276F;iShares Edge MSCI Europe Size Factor UCITS ETF EUR (Acc);2020
Ireland (IE);IE00BQN1K901;iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Acc);549300HLTC3Q416QVS51;;9732276F;iShares Edge MSCI Europe Value Factor UCITS ETF Aggregate;2020
Ireland (IE);IE00BG13YH41;iShares Edge MSCI Europe Value Factor UCITS ETF EUR (Dist);549300HLTC3Q416QVS51;;9732276F;iShares Edge MSCI Europe Value Factor UCITS ETF Aggregate;2020
Ireland (IE);IE00BKVL7331;iShares Edge MSCI USA Minimum Volatility ESG UCITS ETF - ACC;549300HJHY3QK6J8RW78;;9820931C;iShares Edge MSCI USA Minimum Volatility ESG UCITS ETF;2022
Ireland (IE);IE00BD1F4N50;iShares Edge MSCI USA Momentum Factor UCITS ETF USD (Acc);549300VVCU62WGKUH912;;9732276F;iShares Edge MSCI USA Value Factor UCITS ETF;2020
Ireland (IE);IE00BZ0PKS76;iShares Edge MSCI USA Multifactor UCITS ETF;549300IY204XMDR7C597;;9732276F;iShares Edge MSCI USA Multifactor UCITS ETF;2020
Ireland (IE);IE00BG13YZ23;iShares Edge MSCI USA Multifactor UCITS ETF USD (Dist);549300IY204XMDR7C597;;9732276F;iShares Edge MSCI USA Multifactor UCITS ETF;2020
Ireland (IE);IE00BD1F4L37;iShares Edge MSCI USA Quality Factor UCITS ETF USD (Acc);5493004JBPY1T6KWI878;;9732276F;iShares Edge MSCI USA Quality Factor UCITS ETF;2020
Ireland (IE);IE00BF2QSQ20;iShares Edge MSCI USA Quality Factor UCITS ETF USD (Dist);5493004JBPY1T6KWI878;;9732276F;iShares Edge MSCI USA Quality Factor UCITS ETF;2020
Ireland (IE);IE00BD1F4K20;iShares Edge MSCI USA Size Factor UCITS ETF USD (Acc);549300I56RJW326GDY63;;9732276F;iShares Edge MSCI USA Size Factor UCITS ETF;2020
Ireland (IE);IE00BD1F4M44;iShares Edge MSCI USA Value Factor UCITS ETF USD (Acc);549300VVCU62WGKUH912;;9732276F;iShares Edge MSCI USA Value Factor UCITS ETF;2020
Ireland (IE);IE00BFF5RX68;iShares Edge MSCI USA Value Factor UCITS ETF USD (Dist);549300VVCU62WGKUH912;;9732276F;iShares Edge MSCI USA Value Factor UCITS ETF;2020
Ireland (IE);IE00BKVL7778;iShares Edge MSCI World Minimum Volatility ESG UCITS ETF - ACC;549300MUAK0OPT8ZAN08;;9820931C;iShares Edge MSCI World Minimum Volatility ESG UCITS ETF;2022
Ireland (IE);IE00BMH5VP31;iShares Edge MSCI World Minimum Volatility ESG UCITS ETF EUR Hedged (Acc);549300MUAK0OPT8ZAN08;;9820931C;iShares Edge MSCI World Minimum Volatility ESG UCITS ETF;2022
Ireland (IE);IE00BYXPXL17;iShares Edge MSCI World Minimum Volatility UCITS ETF EUR Hedged (Acc);549300WL2LLLS7HFSV96;;9820931C;iShares Edge MSCI World Minimum Volatility Aggregate;2020
Ireland (IE);IE00B8FHGS14;iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc);549300WL2LLLS7HFSV96;;9820931C;iShares Edge MSCI World Minimum Volatility Aggregate;2020
Ireland (IE);IE00BP3QZ825;iShares Edge MSCI World Momentum Factor UCITS ETF USD (Acc);549300WHO2N3L45QIZ60;;9732276F;iShares Edge MSCI World Momentum Factor UCITS ETF USD Aggregate;2020
Ireland (IE);IE00BYXPXK00;iShares Edge MSCI World Multifactor UCITS ETF EUR Hedged (Acc);5493005J0V87PB74YM91;;9820931C;iShares Edge MSCI World Multifactor;2020
Ireland (IE);IE00BZ0PKT83;iShares Edge MSCI World Multifactor UCITS ETF USD (Acc);5493005J0V87PB74YM91;;9820931C;iShares Edge MSCI World Multifactor;2020
Ireland (IE);IE00BP3QZ601;iShares Edge MSCI World Quality Factor UCITS ETF USD (Acc);549300JYU88HR0UW6N22;;9732276F;iShares Edge MSCI World Quality Factor UCITS ETF USD Aggregate;2020
Ireland (IE);IE00BP3QZD73;iShares Edge MSCI World Size Factor UCITS ETF USD (Acc);549300T2SWZYP4I5KA12;;9732276F;iShares Edge MSCI World Size Factor UCITS ETF USD;2020
Ireland (IE);IE00BP3QZB59;iShares Edge MSCI World Value Factor UCITS ETF USD (Acc);549300QDVIIRJNHLD130;;9732276F;iShares Edge MSCI World Value Factor UCITS Aggregate;2020
Ireland (IE);IE00BFYTYS33;iShares Edge MSCI World Value Factor UCITS ETF USD (Dist);549300QDVIIRJNHLD130;;9732276F;iShares Edge MSCI World Value Factor UCITS Aggregate;2020
Ireland (IE);IE00BYX8XD24;iShares Edge S&P 500 Minimum Volatility UCITS ETF EUR Hedged (Acc);5493004MUUD21P6G7T73;;9820931C;iShares Edge S&P 500 Minimum Volatility UCITS ETF;2020
Ireland (IE);IE00B6SPMN59;iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Acc);5493004MUUD21P6G7T73;;9820931C;iShares Edge S&P 500 Minimum Volatility UCITS ETF;2020
Ireland (IE);IE00BD93YH54;iShares Edge S&P 500 Minimum Volatility UCITS ETF USD (Dist);5493004MUUD21P6G7T73;;9820931C;iShares Edge S&P 500 Minimum Volatility UCITS ETF;2020
Ireland (IE);IE00BGL86Z12;iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc);549300375QL47YZEOY80;;9732276F;iShares Electric Vehicles and Driving Technology UCITS ETF;2020
Ireland (IE);IE00B652H904;iShares EM Dividend UCITS ETF USD (Dist);549300HFAXS8YKSYM484;;9744562W;iShares EM Dividend UCITS ETF USD (Dist);2020
Ireland (IE);IE00B2NPL135;iShares EM Infrastructure UCITS ETF USD (Dist);549300JCCPL6T4EGCQ60;;6337171K;iShares EM Infrastructure UCITS ETF USD (Dist);2020
Ireland (IE);IE00B0M62S72;iShares Euro Dividend UCITS ETF EUR (Dist);5493002LKUS76PT8RU94;;6339052M;iShares Euro Dividend UCITS ETF EUR (Dist);2020
Ireland (IE);IE00B02KXL92;iShares EURO STOXX Mid UCITS ETF EUR (Dist);549300EH0OVYP60RNR97;;6339052M;iShares EURO STOXX Mid UCITS ETF EUR (Dist);2020
Ireland (IE);IE00B02KXM00;iShares EURO STOXX Small UCITS ETF EUR (Dist);549300NF528WE56B9U53;;6339052M;iShares EURO STOXX Small UCITS ETF EUR (Dist);2020
Ireland (IE);IE00B0M62V02;iShares Euro Total Market Growth Large UCITS ETF EUR (Dist);549300V3RMOM2YS4C363;;6339052M;iShares Euro Total Market Growth Large UCITS ETF EUR (Dist);2020
Ireland (IE);IE00B1XNHC34;iShares Global Clean Energy UCITS ETF USD (Dist);5493001813VO0YXELB52;;6337171K;iShares Global Clean Energy UCITS ETF USD (Dist);2020
Ireland (IE);IE00B1FZS467;iShares Global Infrastructure UCITS ETF USD (Dist);549300EUEAHWVPDTKG02;;6337171K;iShares Global Infrastructure UCITS ETF USD (Dist);2020
Ireland (IE);IE00B27YCF74;iShares Global Timber & Forestry UCITS ETF USD (Dist);549300YCOLJZYUJ2W057;;6337171K;iShares Global Timber & Forestry UCITS ETF USD (Dist);2020
Ireland (IE);IE00B1TXK627;iShares Global Water UCITS ETF USD (Dist);549300QB096Y8KH24E65;;6337171K;iShares Global Water UCITS ETF USD (Dist);2020
Ireland (IE);IE00B6R52036;iShares Gold Producers UCITS ETF USD (Acc);5493006SO1ZG0UERXL53;;9744562W;iShares Gold Producers UCITS ETF USD (Acc);2020
Ireland (IE);IE00BYZK4776;iShares Healthcare Innovation UCITS ETF USD (Acc);549300OWQ0JH026CEX60;;9732276F;iShares Healthcare Innovation UCITS ETF USD (Acc);2020
Ireland (IE);IE00B1TXHL60;iShares Listed Private Equity UCITS ETF USD (Dist);549300RIPEWCKN31GZ92;;6337171K;iShares Listed Private Equity UCITS ETF USD (Dist);2020
Ireland (IE);IE00B2QWDR12;iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF USD (Dist);549300H4I7248BHY3Z08;;6337171K;iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF USD (Dist);2020
Ireland (IE);IE00B0M63730;iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist);549300MZPCRV506E1Z43;;6339052M;iShares MSCI AC Far East ex-Japan UCITS ETF USD (Dist);2020
Ireland (IE);IE00B6R52259;iShares MSCI ACWI UCITS ETF USD (Acc);549300SXOXF8WNMMRG46;;9744562W;iShares MSCI ACWI UCITS ETF USD (Acc);2020
Ireland (IE);IE00B5377D42;iShares MSCI Australia UCITS ETF USD (Acc);5493006SH4F0AWRCBB05;;9675767K;iShares MSCI Australia UCITS ETF USD (Acc);2020
Ireland (IE);IE00B0M63516;iShares MSCI Brazil UCITS ETF USD (Dist);549300KEWHVB5A4SVQ40;;6339052M;iShares MSCI Brazil UCITS ETF USD (Dist);2020
Ireland (IE);IE00B52SF786;iShares MSCI Canada UCITS ETF USD (Acc);549300KOY0J0I1FQMD29;;9520708B;iShares MSCI Canada UCITS ETF USD (Acc);2020
Ireland (IE);IE00BQT3WG13;iShares MSCI China A UCITS ETF USD (Acc);549300WPWJ4OL6RFLW59;;9732276F;iShares MSCI China A UCITS ETF USD (Acc);2020
Ireland (IE);IE00BJ5JPG56;iShares MSCI China UCITS ETF USD (Acc);549300WPWJ4OL6RFLW59;;9732276F;iShares MSCI China UCITS ETF Agg;2020
Ireland (IE);IE00B0M63953;iShares MSCI Eastern Europe Capped UCITS ETF USD (Dist);5493007QJDCHWMC1M322;;6339052M;iShares MSCI Eastern Europe Capped UCITS ETF USD (Dist);2020
Ireland (IE);IE00B5L8K969;iShares MSCI EM Asia UCITS ETF USD (Acc);5493000TKIDX8SV58K79;;9520708B;iShares MSCI EM Asia UCITS ETF USD (Acc);2020
Ireland (IE);IE00BKM4H197;iShares MSCI EM Consumer Growth UCITS ETF USD (Acc);549300FCZ1FCH5HM2994;;9744562W;iShares MSCI EM Consumer Growth UCITS ETF USD (Acc);2020
Ireland (IE);IE00BHZPJ239;iShares MSCI EM ESG Enhanced UCITS ETF Acc Shareclass;549300YIPH6NEQ9QFH54;;9732276F;iShares MSCI EM ESG Enhanced UCITS ETF;2022
Ireland (IE);IE00BHZPJ122;iShares MSCI EM ESG Enhanced UCITS ETF Dist Shareclass;549300YIPH6NEQ9QFH54;;9732276F;iShares MSCI EM ESG Enhanced UCITS ETF;2022
Ireland (IE);IE00BMG6Z448;iShares MSCI EM ex-China UCITS ETF Acc;5493006MCTDVSCQNTQ74;;9732276F;iShares MSCI EM ex-China UCITS ETF;2022
Ireland (IE);IE00BFNM3P36;iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc);549300MKO3GUGVHMFR79;;9732276F;iShares MSCI EM IMI ESG Screened UCITS ETF;2020
Ireland (IE);IE00BFNM3N12;iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist);549300MKO3GUGVHMFR79;;9732276F;iShares MSCI EM IMI ESG Screened UCITS ETF;2020
Ireland (IE);IE00B27YCK28;iShares MSCI EM Latin America UCITS ETF USD (Dist);5493001UV681N6H3E474;;6337171K;iShares MSCI EM Latin America UCITS ETF USD (Dist);2020
Ireland (IE);IE00B3F81G20;iShares MSCI EM Small Cap UCITS ETF USD (Dist);5493004HMKEPWJML6H10;;9675767K;iShares MSCI EM Small Cap UCITS ETF USD (Dist);2020
Ireland (IE);IE00BYVJRP78;iShares MSCI EM SRI UCITS ETF USD (Acc);549300HO4U1CHS2KDY84;;9732276F;iShares MSCI EM SRI UCITS ETF;2020
Ireland (IE);IE00BGDQ0T50;iShares MSCI EM SRI UCITS ETF USD (Dist);549300HO4U1CHS2KDY84;;9732276F;iShares MSCI EM SRI UCITS ETF;2020
Ireland (IE);IE00B4L5YC18;iShares MSCI EM UCITS ETF USD (Acc);549300QB88FMT5NV7X53;;9675767K;iShares MSCI EM UCITS ETF USD (Acc);2020
Ireland (IE);IE00B0M63177;iShares MSCI Emerging Markets UCITS ETF (Dist);54930073B3CBPXCO7934;;6339052M;iShares MSCI Emerging Markets UCITS ETF (Dist);2020
Ireland (IE);IE00BHZPJ015;iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc);549300RK8O3KJI0NF422;;9732276F;iShares MSCI EMU ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BHZPHZ28;iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Dist);549300RK8O3KJI0NF422;;9732276F;iShares MSCI EMU ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BFNM3B99;iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc);549300U5Z3MHQ7DOUE07;;9732276F;iShares MSCI EMU ESG Screened UCITS ETF;2020
Ireland (IE);IE00BFNM3C07;iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist);549300U5Z3MHQ7DOUE07;;9732276F;iShares MSCI EMU ESG Screened UCITS ETF;2020
Ireland (IE);IE00BCLWRF22;iShares MSCI EMU Large Cap UCITS ETF EUR (Acc);549300B1Y3GN9FOPR823;;9732276F;iShares MSCI EMU Large Cap UCITS ETF EUR (Acc);2020
Ireland (IE);IE00BCLWRD08;iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc);549300UI30E2BMN50I82;;9732276F;iShares MSCI EMU Mid Cap UCITS ETF EUR (Acc);2020
Ireland (IE);IE00BL6K8D99;iShares MSCI EMU Paris-Aligned Climate UCITS ETF-Acc sleeve;549300Y1LT74Z0VNE181;;9520708B;iShares MSCI EMU Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE000FOSCLU1;iShares MSCI EMU Paris-Aligned Climate UCITS ETF-Dis sleeve;549300Y1LT74Z0VNE181;;9520708B;iShares MSCI EMU Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE00B3VWMM18;iShares MSCI EMU Small Cap UCITS ETF EUR (Acc);5493007M90335V57KF91;;9520708B;iShares MSCI EMU Small Cap UCITS ETF EUR (Acc);2020
Ireland (IE);IE00BJLKK341;iShares MSCI EMU SRI UCITS ETF Acc class;549300L9PDL2F1IUVM29;;9732276F;iShares MSCI EMU SRI UCITS ETF;2022
Ireland (IE);IE00BJM0B415;iShares MSCI EMU SRI UCITS ETF Dist class;549300L9PDL2F1IUVM29;;9732276F;iShares MSCI EMU SRI UCITS ETF;2022
Ireland (IE);IE00BMW42298;iShares MSCI Europe Consumer Discretionary Sector UCITS ETF - EUR Acc Class;549300CVO4J6204EZ395;;9820931C;iShares MSCI Europe Consumer Discretionary Sector UCITS ETF;2022
Ireland (IE);IE00BMW42074;iShares MSCI Europe Consumer Staples Sector UCITS ETF - EUR Acc Class;5493004J6T17E2KU7K15;;9820931C;iShares MSCI Europe Consumer Staples Sector UCITS ETF;2022
Ireland (IE);IE00BMW42637;iShares MSCI Europe Energy Sector UCITS ETF - EUR Acc Class;549300TJG9GJQ2LXBD66;;9820931C;iShares MSCI Europe Energy Sector UCITS ETF;2022
Ireland (IE);IE00BHZPJ783;iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc);549300T6AC8EPCHOUG55;;9732276F;iShares MSCI Europe ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BHZPJ676;iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist);549300T6AC8EPCHOUG55;;9732276F;iShares MSCI Europe ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BFNM3D14;iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc);549300S3KFTDNOPFE431;;9732276F;iShares MSCI Europe ESG Screened UCITS ETF Aggregate;2020
Ireland (IE);IE00BFNM3F38;iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist);549300S3KFTDNOPFE431;;9732276F;iShares MSCI Europe ESG Screened UCITS ETF Aggregate;2020
Ireland (IE);IE00B14X4N27;iShares MSCI Europe ex-UK UCITS ETF EUR (Dist);5493002PH3Z252VH0Z10;;6339052M;iShares MSCI Europe ex-UK UCITS ETF EUR (Dist);2020
Ireland (IE);IE00BMW42306;iShares MSCI Europe Financials Sector UCITS ETF - EUR Acc Class;549300FOCT8SZMTNDG42;;9820931C;iShares MSCI Europe Financials Sector UCITS ETF;2022
Ireland (IE);IE00BMW42181;iShares MSCI Europe Health Care Sector UCITS ETF - EUR Acc Class;549300MDBYNWQQFDTW14;;9820931C;iShares MSCI Europe Health Care Sector UCITS ETF;2022
Ireland (IE);IE00BMW42520;iShares MSCI Europe Industrials Sector UCITS ETF - EUR Acc Class;549300Q3F47BPOYQTW29;;9820931C;iShares MSCI Europe Industrials Sector UCITS ETF;2022
Ireland (IE);IE00BMW42413;iShares MSCI Europe Information Technology Sector UCITS ETF - EUR Acc Class;549300X5VREL29X8D018;;9820931C;iShares MSCI Europe Information Technology Sector UCITS ETF;2022
Ireland (IE);IE00BF20LF40;iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc);549300ZC03THKGDO1422;;9820931C;iShares MSCI Europe Mid Cap;2020
Ireland (IE);IE00BL6K8C82;iShares MSCI Europe Paris-Aligned Climate UCITS ETF Eur - Acc class;549300GEZRZ2BD5K0H39;;6337171K;iShares MSCI Europe Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE00BL6K8C82;iShares MSCI Europe Paris-Aligned Climate UCITS ETF Eur - Acc class;549300GEZRZ2BD5K0H39;;6337171K;iShares MSCI Europe Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE000HH3SU50;iShares MSCI Europe Paris-Aligned Climate UCITS ETF Eur - Dis Class;549300GEZRZ2BD5K0H39;;6337171K;iShares MSCI Europe Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE000HH3SU50;iShares MSCI Europe Paris-Aligned Climate UCITS ETF Eur - Dis Class;549300GEZRZ2BD5K0H39;;6337171K;iShares MSCI Europe Paris-Aligned Climate UCITS ETF;2022
Ireland (IE);IE00BYYHSM20;iShares MSCI Europe Quality Dividend UCITS ETF;549300EB0GSLQG6E2Q53;;6337171K;iShares MSCI Europe Quality Dividend UCITS ETF;2020
Ireland (IE);IE00B52VJ196;iShares MSCI Europe SRI UCITS ETF EUR (Acc);5493004L12342YG66X18;;6337171K;iShares MSCI Europe SRI UCITS ETF;2020
Ireland (IE);IE00BGDPWW94;iShares MSCI Europe SRI UCITS ETF EUR (Dist);5493004L12342YG66X18;;6337171K;iShares MSCI Europe SRI UCITS ETF;2020
Ireland (IE);IE00BP3QZJ36;iShares MSCI France UCITS ETF EUR (Acc);549300T6DN4CHYH77S11;;9732276F;iShares MSCI France UCITS ETF EUR (Acc);2020
Ireland (IE);IE000I8KRLL9;iShares MSCI Global Semiconductors UCITS ETF (Acc);5493004NN171XXBSLR80;;9732276F;iShares MSCI Global Semiconductors UCITS ETF;2022
Ireland (IE);IE00BZCQB185;iShares MSCI India UCITS ETF USD (Acc);549300QTPN06GQ0EC246;;9732276F;iShares MSCI India UCITS ETF USD (Acc);2020
Ireland (IE);IE00BHZPJ452;iShares MSCI Japan ESG Enhanced UCITS ETF USD (Acc);549300LU1VWGBF3SZC14;;9732276F;iShares MSCI Japan ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BHZPJ346;iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist);549300LU1VWGBF3SZC14;;9732276F;iShares MSCI Japan ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BFNM3L97;iShares MSCI Japan ESG Screened UCITS ETF USD (Acc);549300JZKF3U77DJ8N18;;9732276F;iShares MSCI Japan ESG Screened UCITS ETF;2020
Ireland (IE);IE00BFNM3M05;iShares MSCI Japan ESG Screened UCITS ETF USD (Dist);549300JZKF3U77DJ8N18;;9732276F;iShares MSCI Japan ESG Screened UCITS ETF;2020
Ireland (IE);IE00B2QWDY88;iShares MSCI Japan Small Cap UCITS ETF USD (Dist);549300ICPTRMXT2LBQ47;;9675767K;iShares MSCI Japan Small Cap UCITS ETF USD (Dist);2020
Ireland (IE);IE00BYX8XC17;iShares MSCI Japan SRI UCITS ETF;5493008QUFWISCR0X676;;9732276F;iShares MSCI Japan SRI UCITS ETF;2020
Ireland (IE);IE00BGDQ0V72;iShares MSCI Japan SRI UCITS ETF USD (Dist);5493008QUFWISCR0X676;;9732276F;iShares MSCI Japan SRI UCITS ETF;2020
Ireland (IE);IE00B53QDK08;iShares MSCI Japan UCITS ETF USD (Acc);549300H2IV2HZ3LWX614;;9520708B;iShares MSCI Japan UCITS ETF;2020
Ireland (IE);IE00B02KXH56;iShares MSCI Japan UCITS ETF USD (Dist);5493007W80HNKEYKWP54;;6339052M;iShares MSCI Japan UCITS ETF USD (Dist);2020
Ireland (IE);IE00B0M63391;iShares MSCI Korea UCITS ETF USD (Dist);549300BT8WWRO2CVVT22;;6339052M;iShares MSCI Korea UCITS ETF USD (Dist);2020
Ireland (IE);IE00B5WHFQ43;iShares MSCI Mexico Capped UCITS ETF USD (Acc);5493007HIRIFR2J8N591;;9520708B;iShares MSCI Mexico Capped UCITS ETF USD (Acc);2020
Ireland (IE);IE00B14X4M10;iShares MSCI North America UCITS ETF USD (Dist);549300DIFHZ6P8VL4G03;;6339052M;iShares MSCI North America UCITS ETF USD (Dist);2020
Ireland (IE);IE00B5V87390;iShares MSCI Russia ADR GDR UCITS ETF USD (Acc);5493007VUE86TRMB9466;;9520708B;iShares MSCI Russia ADR GDR UCITS ETF USD (Acc);2020
Ireland (IE);IE00BYYR0489;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc);549300RMXDI6J4QPDC39;;9675767K;iShares MSCI Saudi Arabia Capped UCITS ETF;2020
Ireland (IE);IE00BJ5JPJ87;iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist);549300RMXDI6J4QPDC39;;9675767K;iShares MSCI Saudi Arabia Capped UCITS ETF;2020
Ireland (IE);IE00B52XQP83;iShares MSCI South Africa UCITS ETF USD (Acc);549300IM2TOXTYVOWZ85;;9675767K;iShares MSCI South Africa UCITS ETF USD (Acc);2020
Ireland (IE);IE00B0M63623;iShares MSCI Taiwan UCITS ETF USD (Dist);5493007EO5NF2NTTDH37;;6339052M;iShares MSCI Taiwan UCITS ETF USD (Dist);2020
Ireland (IE);IE00B1FZS574;iShares MSCI Turkey UCITS ETF USD (Dist);549300V2F58RUJ6ILD61;;6337171K;iShares MSCI Turkey UCITS ETF USD (Dist);2020
Ireland (IE);IE00BMDBMH44;iShares MSCI UK IMI ESG Leaders UCITS ETF - GBP (Dist);549300QQJPPKUPN3NP48;;9520708B;iShares MSCI UK IMI ESG Leaders UCITS ETF;2022
Ireland (IE);IE00B3VWLG82;iShares MSCI UK Small Cap UCITS ETF GBP (Acc);549300TW19NF27J2VP46;;9520708B;iShares MSCI UK Small Cap UCITS ETF;2022
Ireland (IE);IE00B539F030;iShares MSCI UK UCITS ETF GBP (Acc);549300WZMXFBLISX3F05;;9520708B;iShares MSCI UK UCITS ETF GBP (Acc);2020
Ireland (IE);IE00BHZPJ908;iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc);549300PTVL1DE64P2X83;;9732276F;iShares MSCI USA ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BHZPJ890;iShares MSCI USA ESG Enhanced UCITS ETF USD (Dist);549300PTVL1DE64P2X83;;9732276F;iShares MSCI USA ESG Enhanced UCITS ETF;2020
Ireland (IE);IE00BFNM3G45;iShares MSCI USA ESG Screened UCITS ETF USD (Acc);549300BLVKFCJMDP8280;;9732276F;iShares MSCI USA ESG Screened UCITS ETF;2020
Ireland (IE);IE00BFNM3H51;iShares MSCI USA ESG Screened UCITS ETF USD (Dist);549300BLVKFCJMDP8280;;9732276F;iShares MSCI USA ESG Screened UCITS ETF;2020
Ireland (IE);IE0002PA3YE5;iShares MSCI USA Momentum Factor ESG UCITS ETF -Acc shareclass;549300YFANQZZQHO1J12;;9732276F;iShares MSCI USA Momentum Factor ESG UCITS ETF;2022
Ireland (IE);IE00BKM4H312;iShares MSCI USA Quality Dividend UCITS ETF USD (Dist);549300CHQNQSKGUURZ87;;6337171K;iShares MSCI USA Quality Dividend UCITS ETF USD (Dist);2020
Ireland (IE);IE00B3VWM098;iShares MSCI USA Small Cap UCITS ETF USD (Acc);5493007M90335V57KF91;;9520708B;iShares MSCI USA Small Cap UCITS ETF USD (Acc);2020
Ireland (IE);IE00BZ173V67;iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist);549300KGWF4HEQR2MF81;;9732276F;iShares MSCI USA SRI UCITS ETF Aggregate;2020
Ireland (IE);IE00BYVJRR92;iShares MSCI USA SRI UCITS ETF USD (Acc);549300KGWF4HEQR2MF81;;9732276F;iShares MSCI USA SRI UCITS ETF Aggregate;2020
